MissionName,Url,AddTime,Statu
DB0118,https://www.worldscientific.com/action/showPublications,2019-01-18 10:15:38,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/10051,2019-01-18 10:15:42,failure
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/6662,2019-01-18 10:15:55,failure
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/p649,2019-01-18 10:16:02,failure
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/6815,2019-01-18 10:16:15,success
DB0118,https://www.worldscientific.com/action/showPublications?pageSize=20&startPage=0&,2019-01-18 10:16:19,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/5040,2019-01-18 10:16:21,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/3965,2019-01-18 10:16:22,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/10423,2019-01-18 10:16:23,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/7774,2019-01-18 10:16:24,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/1598,2019-01-18 10:16:26,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/8605,2019-01-18 10:16:27,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/4794,2019-01-18 10:16:28,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/5876,2019-01-18 10:16:29,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/4426,2019-01-18 10:16:30,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/t005,2019-01-18 10:16:30,failure
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/5829,2019-01-18 10:16:33,success
DB0118,https://www.worldscientific.com/series/100ygr,2019-01-18 10:16:34,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/9603,2019-01-18 10:16:35,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/7206,2019-01-18 10:16:37,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/7750,2019-01-18 10:16:39,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/6815,2019-01-18 10:16:39,success
DB0118,https://www.worldscientific.com/action/showPublications?startPage=6&pageSize=20,2019-01-18 10:16:41,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/3965,2019-01-18 10:16:43,failure
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/5040,2019-01-18 10:16:43,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/10423,2019-01-18 10:16:44,failure
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/7774,2019-01-18 10:16:46,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/1598,2019-01-18 10:16:47,failure
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/8605,2019-01-18 10:16:49,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/4794,2019-01-18 10:16:51,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/5876,2019-01-18 10:16:52,failure
DB0118,https://www.worldscientific.com/action/showPublications?startPage=5&pageSize=20,2019-01-18 10:16:54,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/4426,2019-01-18 10:16:55,success
DB0118,https://www.worldscientific.com/worldscibooks/10.1142/5829,2019-01-18 10:16:56,failure
