MissionName,Url,AddTime,Statu
DB15500222,http://web.a.ebscohost.com/ehost/resultsadvanced?vid=7&sid=d607c3b9-76cf-4fc8-bd59-2f309f2a7c67%40sessionmgr4007&bdata=JmRiPWFwaCZicXVlcnk9JmNsaTA9UlYmY2x2MD1ZJmxhbmc9emgtY24mdHlwZT0xJnNpdGU9ZWhvc3QtbGl2ZQ%3d%3d,2019-02-22 15:55:52,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=1be5a6d4-8e9f-44de-86bb-f927b93e71f3%40sessionmgr4008&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:05,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=21138d26-172b-469a-994e-d825ba22f869%40sdc-v-sessmgr05&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:06,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=add68c3d-b43d-4578-b15d-ce30b494258c%40sdc-v-sessmgr04&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:07,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=7e334697-84f4-40fb-82e7-3c956db1181c%40sdc-v-sessmgr01&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:08,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=2660a25a-47df-4f06-a053-526bf3cf3943%40sessionmgr4010&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:10,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=887f721a-3286-4c26-9e6f-185875509883%40sessionmgr4008&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:12,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=d436ade2-b4fc-4af1-90fe-b76ba4e184bf%40sdc-v-sessmgr01&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:13,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=801ca6e4-2f99-4377-ac92-bdb44f92bea3%40sessionmgr4007&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:14,success
DB15500222,http://web.a.ebscohost.com/ehost/detail/detail?vid=0&sid=41210641-111b-4833-8c71-a6d10f356345%40sessionmgr4006&bdata=Jmxhbmc9emgtY24mc2l0ZT1laG9zdC1saXZl,2019-02-22 15:56:15,success
