MissionName,Url,AddTime,Statu
测试02,https://aip.scitation.org/,2019-01-16 16:41:41,success
测试02,https://aip.scitation.org/journal/sci,2019-01-16 16:42:23,success
测试02,https://aip.scitation.org/journal/rsi,2019-01-16 16:42:25,success
测试02,https://aip.scitation.org/journal/php,2019-01-16 16:42:28,success
测试02,https://aip.scitation.org/journal/phf,2019-01-16 16:42:30,success
测试02,https://aip.scitation.org/journal/mmm,2019-01-16 16:42:30,success
测试02,https://aip.scitation.org/journal/ltp,2019-01-16 16:42:32,success
测试02,https://aip.scitation.org/journal/jpr,2019-01-16 16:42:35,success
测试02,https://aip.scitation.org/journal/rse,2019-01-16 16:42:37,success
测试02,https://aip.scitation.org/journal/jmp,2019-01-16 16:42:38,success
测试02,https://aip.scitation.org/journal/jcp,2019-01-16 16:42:38,success
测试02,https://aip.scitation.org/journal/jap,2019-01-16 16:42:39,success
测试02,https://aip.scitation.org/journal/csx,2019-01-16 16:42:41,success
测试02,https://aip.scitation.org/journal/cip,2019-01-16 16:42:42,success
测试02,https://aip.scitation.org/journal/cha,2019-01-16 16:42:44,success
测试02,https://aca.scitation.org/journal/sdy,2019-01-16 16:42:46,success
测试02,https://aip.scitation.org/journal/bmf,2019-01-16 16:42:47,success
测试02,https://aip.scitation.org/doi/10.1063/1.5086196,2019-01-16 16:42:48,success
测试02,https://aca.scitation.org/doi/10.1063/1.5079265,2019-01-16 16:42:48,success
测试02,https://aip.scitation.org/doi/10.1063/1.5041966,2019-01-16 16:42:51,success
测试02,https://aip.scitation.org/doi/10.1063/1.5045270,2019-01-16 16:42:51,success
测试02,https://aca.scitation.org/doi/abs/10.1063/1.5079265,2019-01-16 16:42:52,success
测试02,https://physicstoday.scitation.org/journal/pto,2019-01-16 16:42:52,success
测试02,https://aip.scitation.org/doi/10.1063/1.5054698,2019-01-16 16:42:54,success
测试02,https://aip.scitation.org/doi/10.1063/1.5038318,2019-01-16 16:42:55,success
测试02,https://aip.scitation.org/doi/10.1063/1.5078521,2019-01-16 16:42:56,success
测试02,https://physicstoday.scitation.org/doi/10.1063/PT.3.4003,2019-01-16 16:42:57,success
测试02,https://aip.scitation.org/doi/10.1063/1.5016519,2019-01-16 16:42:58,success
测试02,https://physicstoday.scitation.org/doi/10.1063/PT.3.4120,2019-01-16 16:42:59,success
测试02,https://aip.scitation.org/doi/10.1063/1.5053087,2019-01-16 16:43:00,success
测试02,https://aip.scitation.org/doi/10.1063/1.5081132,2019-01-16 16:43:00,success
测试02,https://physicstoday.scitation.org/doi/10.1063/PT.3.4113,2019-01-16 16:43:00,success
测试02,https://physicstoday.scitation.org/doi/10.1063/PT.3.4112,2019-01-16 16:43:01,success
测试02,https://aip.scitation.org/doi/10.1063/1.5058275,2019-01-16 16:43:02,success
测试02,https://aip.scitation.org/doi/10.1109/MCSE.2013.21,2019-01-16 16:43:03,success
测试02,https://physicstoday.scitation.org/doi/10.1063/PT.3.4106,2019-01-16 16:43:03,success
测试02,https://aip.scitation.org/doi/10.1063/1.5052341,2019-01-16 16:43:04,success
测试02,https://aip.scitation.org/doi/10.1063/1.168749,2019-01-16 16:43:05,success
测试02,https://physicstoday.scitation.org/do/10.1063/PT.6.1.20190107a/full/,2019-01-16 16:43:06,success
测试02,https://aip.scitation.org/doi/10.1063/1.5028122,2019-01-16 16:43:08,success
测试02,https://aip.scitation.org/doi/10.1063/1.5064838,2019-01-16 16:43:08,success
测试02,https://aip.scitation.org/doi/10.1063/1.5061819,2019-01-16 16:43:09,success
测试02,https://physicstoday.scitation.org/do/10.1063/PT.6.3.20190109a/full/,2019-01-16 16:43:09,success
测试02,https://aip.scitation.org/doi/abs/10.1063/1.5045270,2019-01-16 16:43:10,success
测试02,https://aip.scitation.org/doi/10.1063/1.5063425,2019-01-16 16:43:10,success
测试02,https://aip.scitation.org/doi/abs/10.1063/1.5041966,2019-01-16 16:43:12,success
